Seed Code,LA Name,Centre Type,School Name,Address Line1,Address Line2,Address Line3,Post Code,Unique Property Reference Number (UPRN),Email,Phone Number,Website Address,Pre-school Department,Primary Department,Secondary Department,Special Department,Gaelic Unit,Integrated Special Unit,Denomination
1004611,East Dunbartonshire,Local Authority,St Nicholas' Primary School,Duntocher Road,Bearsden,GLASGOW,G61 4QL,132058308,office@st-nicholas.e-dunbarton.sch.uk,01419552222 (Internal: 6782000),http://www.st-nicholas.e-dunbarton.sch.uk/,Yes,Yes,No,No,No,No,Roman Catholic
5347726,Perth & Kinross,Local Authority,St Ninian's Episcopal Primary School,1-5 Dunkeld Road,Perth,,PH1 5RW,124046162,st-ninians@pkc.gov.uk,01738 477587,http://www.stniniansprimaryperth.org.uk/,No,Yes,No,No,No,Yes,Episcopalian
8337934,East Dunbartonshire,Local Authority,St Ninian's High School,Bellfield Road,Kirkintilloch,,G66 1DT,132053075,office@st-ninians.e-dunbarton.sch.uk,0141 955 2386,http://www.st-ninians.e-dunbarton.sch.uk,No,No,Yes,No,No,Yes,Roman Catholic
8602433,East Renfrewshire,Local Authority,St Ninian's High School,13 Eastwood Park,Rouken Glen Road,GIFFNOCK,G46 6UX,131033206,headteacher@st-ninians.e-renfrew.sch.uk,0141 577 2000,http://www.ea.e-renfrew.sch.uk/stninians/,No,No,Yes,No,No,No,Roman Catholic
8425728,Glasgow City,Local Authority,St Ninian's Primary School,2150 Great Western Road,,GLASGOW,G13 2AB,906700055911,headteacher@st-ninians-pri.glasgow.sch.uk,0141 959 3242,http://www.st-ninians-pri.glasgow.sch.uk,No,Yes,No,No,No,No,Roman Catholic
8642826,Inverclyde,Local Authority,St Ninian's Primary School,Staffa Street,Gourock,,PA19 1SL,119001791,INStNinians@glowscotland.onmicrosoft.com,01475 715853,http://st-ninians.inverclyde.sch.uk/,No,Yes,No,No,No,No,Roman Catholic
8234728,South Ayrshire,Local Authority,St Ninian's Primary School,9A Adamton Road North,Prestwick,,KA9 2LJ,141042913,stninians.mail@south-ayrshire.gov.uk,01292 473457,http://www.stninians.sayr.sch.uk/,Yes,Yes,No,No,No,No,Roman Catholic
8522022,South Lanarkshire,Local Authority,St Ninian's Primary School,13 St Ninian's Road,Hillhouse,HAMILTON,ML3 9TS,484162251,office@stninians-ps.s-lanark-sch.uk,01698 823656,http://www.stninianshamilton.btck.co.uk/,No,Yes,No,No,No,No,Roman Catholic
5725623,Stirling,Local Authority,St Ninian's Primary School,Torbrex Road,St Ninians,STIRLING,FK7 9HN,122017220,stninps@stirling.gov.uk,01786 237975,https://blogs.glowscotland.org.uk/st/stniniansprimary/,Yes,Yes,No,No,No,No,Non-denominational
5511224,West Lothian,Local Authority,St Ninian's Primary School,Douglas Rise,Dedridge,LIVINGSTON,EH54 6JH,200004145189,wlstninians-ps@westlothian.org.uk,01506 414612,http://www.stniniansprimary.westlothian.org.uk,Yes,Yes,No,No,No,No,Roman Catholic
5400821,Fife,Local Authority,St Ninian's R C Primary School,78 Derran Drive,Cardenden,LOCHGELLY,KY5 0JJ,320179310,Stniniansrcps.enquiries@fife.gov.uk,01592 583460,http://www.fifedirect.org.uk/stniniansrcps,Yes,Yes,No,No,No,No,Roman Catholic
5328527,Dundee City,Local Authority,St Ninian's RC Primary School,Dochart Terrace,Menzieshill,DUNDEE,DD2 4HB,9059054592,st-ninians@dundeecity.gov.uk,01382 435904,https://www.dundeecity.gov.uk/service-area/children-and-families-service/education/st-ninians-rc-primary-school,Yes,Yes,No,No,No,No,Roman Catholic
5530326,Edinburgh City,Local Authority,St Ninian's RC Primary School,150 Restalrig Road South,Edinburgh,,EH7 6JA,906211224,admin@st-ninians.edin.sch.uk,0131 661 3431,http://www.st-ninians.btik.com/,Yes,Yes,No,No,No,No,Roman Catholic
5901626,Dumfries & Galloway,Local Authority,St Ninian's RC School,Church Lane,Newton Stewart,,DG8 6ER,137008344,gw08officest5@ea.dumgal.sch.uk,01671 402210,https://blogs.glowscotland.org.uk/dg/StNiniansRCSchool/,No,Yes,No,No,No,No,Roman Catholic
8442843,Glasgow City,Local Authority,St Oswald's Secondary School,9 Brigidale Road,,GLASGOW,G45 9NJ,906700384302,headteacher@st-oswalds-sec.glasgow.sch.uk,0141 637 3952,http://www.st-oswalds-sec.glasgow.sch.uk/,No,No,No,Yes,No,No,Roman Catholic
8211027,North Ayrshire,Local Authority,St Palladius' Primary School,Roche Way,,DALRY,KA24 5DG,126060749,stpalladius@ea.n-ayrshire.sch.uk,01294 832692,http://www.stpalladius.northayrshireschools.co.uk/,No,Yes,No,No,No,No,Roman Catholic
8240728,East Ayrshire,Local Authority,St Patrick's Primary School,Well Road,Auchinleck,,KA18 2LA,127046555,catriona.gray@east.ayrshire.gov.uk,01290 420957,http://www.saintpatricks.ik.org/p_About_Us.ikml,No,Yes,No,No,No,No,Roman Catholic
8425825,Glasgow City,Local Authority,St Patrick's Primary School,10 Perth Street,,GLASGOW,G3 8UQ,906700091102,headteacher@st-patricks-pri.glasgow.sch.uk,0141 221 2921,https://twitter.com/stpatrickspri?lang=en,No,Yes,No,No,No,No,Roman Catholic
8642524,Inverclyde,Local Authority,St Patrick's Primary School,Broomhill Street,Greenock,,PA15 4HL,119000347,INStPatricks@glowscotland.onmicrosoft.com,01475 715696,http://st-patricks.inverclyde.sch.uk/,No,Yes,No,No,No,No,Roman Catholic
8235422,South Ayrshire,Local Authority,St Patrick's Primary School,Academy Street,Troon,,KA10 6HR,141007480,stpatricks.mail@south-ayrshire.gov.uk,01292 690070,http://blogs.glowscotland.org.uk/sa/stpatricksps/,No,Yes,No,No,No,No,Roman Catholic
8533024,South Lanarkshire,Local Authority,St Patrick's Primary School,Overton Road,,STRATHAVEN,ML10 6JW,484042604,office@st-patricks-pri.s-lanark.sch.uk,01357 521317,http://www.st-patricks-pri.s-lanark.sch.uk,Yes,Yes,No,No,No,No,Roman Catholic
8302324,West Dunbartonshire,Local Authority,St Patrick's Primary School,Crosslet Road,,DUMBARTON,G82 2LQ,129010197,SchoolOffice.StPatricksPrimarySchool@west-dunbarton.gov.uk,01389 774595,https://sites.google.com/ourcloud.buzz/stpatricksprimary,No,Yes,No,No,No,No,Roman Catholic
8503729,North Lanarkshire,Local Authority,St Patrick's Primary School (Coatbridge),Kildonan Street,Coatbridge,,ML5 3LG,118122745,ht@st-patricks-coatbridge.n-lanark.sch.uk,01236 794862,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5882,Yes,Yes,No,No,No,No,Roman Catholic
8358826,North Lanarkshire,Local Authority,St Patrick's Primary School (Kilsyth),Backbrae Street,Kilsyth,,G65 0NA,118012731,ht@st-patricks-kilsyth.n-lanark.sch.uk,01236 757659,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5884,Yes,Yes,No,No,No,No,Roman Catholic
8514321,North Lanarkshire,Local Authority,St Patrick's Primary School (New Stevenston),10 Coronation Road East,New Stevenston,MOTHERWELL,ML1 4HX,118181189,ht@st-patricks-motherwell.n-lanark.sch.uk,01698 352528,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5883,Yes,Yes,No,No,No,No,Roman Catholic
8514623,North Lanarkshire,Local Authority,St Patrick's Primary School (Shotts),Station Road,Shotts,,ML7 4BJ,118051783,ht@st-patricks-shotts.n-lanark.sch.uk,01501 826711,http://www.st-patricks-shotts.n-lanark.sch.uk/,Yes,Yes,No,No,No,No,Roman Catholic
5443725,Fife,Local Authority,St Patrick's R C Primary School,41 Station Road,Lochgelly,,KY5 9QX,320189758,Stpatricksrcps.enquiries@fife.gov.uk,01592 583461,http://www.fifedirect.org.uk/stpatricksrcps,No,Yes,No,No,No,No,Roman Catholic
5741726,Falkirk,Local Authority,St Patrick's RC Primary School,Carronbank Crescent,Denny,,FK6 6DW,136068661,stpatricksprimaryschool@falkirk.gov.uk,01324 508840,http://www.st-patricks.falkirk.sch.uk,Yes,Yes,No,No,No,Yes,Roman Catholic
8425922,Glasgow City,Local Authority,St Paul's (Shettleston) Primary School & Nursery Class,85 Anwoth Street,,GLASGOW,G32 7RR,906700124522,headteacher@st-paulsshettleston-pri.glasgow.sch.uk,0141 778 6227,http://www.st-paulsshettleston-pri.glasgow.sch.uk/,Yes,Yes,No,No,No,No,Roman Catholic
8426023,Glasgow City,Local Authority,St Paul's (Whiteinch) Primary School,17 Primrose Street,,GLASGOW,G14 0TF,906700085167,headteacher@st-paulswhiteinch-pri.glasgow.sch.uk,0141 959 3263,https://blogs.glowscotland.org.uk/gc/stpaulsprimarywhiteinch/,No,Yes,No,No,No,No,Roman Catholic
8432139,Glasgow City,Local Authority,St Paul's High School,36 Damshot Road,,GLASGOW,G53 5HW,906700256689,headteacher@st-paulshigh.glasgow.sch.uk,0141 582 0040,http://www.st-paulshigh.glasgow.sch.uk/,No,No,Yes,No,No,No,Roman Catholic
8626227,Renfrewshire,Local Authority,St Paul's Primary School,Morar Drive,,PAISLEY,PA2 9FA,123111998,stpaulsenquiries@renfrewshire.gov.uk,0300 300 0187,http://www.st-pauls.renfrewshire.sch.uk/,No,Yes,No,No,No,Yes,Roman Catholic
8522227,South Lanarkshire,Local Authority,St Paul's Primary School,Backmuir Road,Whitehill,HAMILTON,ML3 0PX,484053700,office@stpauls-ps.s-lanark.sch.uk,01698 284777,http://www.stpaulshamilton.ik.org/,Yes,Yes,No,No,No,No,Roman Catholic
5500621,West Lothian,Local Authority,St Paul's Primary School,Main Street,East Calder,WEST LOTHIAN,EH53 0ES,135009681,wlstpauls-ps@westlothian.org.uk,01506 881665,http://www.stpaulsprimary.westlothian.org.uk,Yes,Yes,No,No,No,No,Roman Catholic
5402328,Fife,Local Authority,St Paul's R C Primary School,Caskieberran Drive,Glenrothes,,KY6 2AT,320180152,Stpaulsrcps.enquiries@fife.gov.uk,01592 583462,http://www.fifedirect.org.uk/stpaulsrcps,No,Yes,No,No,No,No,Roman Catholic
5330033,Dundee City,Local Authority,St Paul's RC Academy,90 Gillburn Road,Dundee,,DD3 0EH,9059095192,st-pauls@dundeecity.gov.uk,01382 307701,http://st-pauls.ea.dundeecity.sch.uk/,No,No,Yes,No,No,No,Roman Catholic
5328624,Dundee City,Local Authority,St Peter & Paul RC School,Byron Street,Dundee,,DD3 6QN,9059010848,ss-peterpaul@dundeecity.gov.uk,01382 436448,http://st-peterpaul.ea.dundeecity.sch.uk/,No,Yes,No,No,No,No,Roman Catholic
8300135,West Dunbartonshire,Local Authority,St Peter the Apostle High School,Kirkoswald Drive,,CLYDEBANK,G81 2DB,129052717,SchoolOffice.SPTA@west-dunbarton.gov.uk,0141 533 3100,http://stpetertheapostle.co.uk/,No,No,Yes,No,No,No,Roman Catholic
8210721,North Ayrshire,Local Authority,St Peter's Primary School,South Isle Road,,ARDROSSAN,KA22 7PX,126060284,stpeters@ea.n-ayrshire.sch.uk,01294 462554,https://blogs.glowscotland.org.uk/na/stpetersprimary/,Yes,Yes,No,No,No,No,Roman Catholic
8626324,Renfrewshire,Local Authority,St Peter's Primary School,Braehead Road,,PAISLEY,PA2 8DZ,123039639,stpetersenquiries@renfrewshire.gov.uk,0300 300 0188,http://www.st-peters.renfrewshire.sch.uk/,Yes,Yes,No,No,No,No,Roman Catholic
5618924,Scottish Borders,Local Authority,St Peter's Primary School,Parsonage Road,Galashiels,,TD1 3DS,116024844,stpetersps@scotborders.gov.uk,01896 753185,http://www.st-peters.ik.org/,Yes,Yes,No,No,No,No,Non-denominational
8522324,South Lanarkshire,Local Authority,St Peter's Primary School,Highstonehall Road,Laighstonehall,HAMILTON,ML3 8LU,484175676,office@st-peters-pri.s-lanark.sch.uk,01698 281277,http://www.st-peters-pri.s-lanark.sch.uk/,No,Yes,No,No,No,No,Roman Catholic
8302421,West Dunbartonshire,Local Authority,St Peter's Primary School,Bellsmyre Campus,Howatshaws Road,DUMBARTON,G82 3DR,129056553,StPetersOffice@west-dunbarton.gov.uk,01389 773909,http://www.scottishschools.info/saintpetersprimary/,Yes,Yes,No,No,No,No,Roman Catholic
5530520,Edinburgh City,Local Authority,St Peter's RC Primary School,10 Falcon Road,Edinburgh,,EH10 4AH,906423753,admin@st-peters.edin.sch.uk,0131 447 5742,http://www.st-peters.edin.sch.uk/,Yes,Yes,No,No,No,No,Roman Catholic
5206529,Moray,Local Authority,St Peter's RC Primary School,37 St Peter's Terrace,Buckie,MORAY,AB56 1QN,133038863,admin.stpetersp@moray-edunet.gov.uk,01542 831339,https://www.st-peters.moray.sch.uk/,Yes,Yes,No,No,No,No,Roman Catholic
5242126,Aberdeen City,Local Authority,St Peter's RC School,74 Dunbar Street,Aberdeen,,AB24 3UJ,9051087434,stpeters@aberdeencity.gov.uk,01224 485611,http://www.st-peters.aberdeen.sch.uk/,No,Yes,No,No,No,No,Roman Catholic
8426422,Glasgow City,Local Authority,St Philomena's Primary School,35 Robroyston Road,,GLASGOW,G33 1EA,906700348464,headteacher@st-philomenas-pri.glasgow.sch.uk,0141 770 4134,http://www.st-philomenas-pri.glasgow.sch.uk/,No,Yes,No,No,No,Yes,Roman Catholic
5328721,Dundee City,Local Authority,St Pius' RC Primary School,Banchory Road,Dundee,,DD4 7TQ,9059059106,st-pius@dundeecity.gov.uk,01382 438528,http://stpiusprimary.ea.dundeecity.sch.uk/,Yes,Yes,No,No,No,No,Roman Catholic
8426821,Glasgow City,Local Authority,St Roch's Primary School,267 Royston Road,,GLASGOW,G21 2BS,906700209241,headteacher@st-rochs-pri.glasgow.sch.uk,0141 552 0010,https://twitter.com/saintrochsps?lang=en,No,Yes,No,No,No,Yes,Roman Catholic
8438730,Glasgow City,Local Authority,St Roch's Secondary School,25 Rhymer Street,,GLASGOW,G21 2NF,906700219718,headteacher@st-rochs-sec.glasgow.sch.uk,0141 582 0270,http://www.st-rochs-sec.glasgow.sch.uk/,No,No,Yes,No,No,Yes,Roman Catholic
5600421,Scottish Borders,Local Authority,St Ronan's Primary School,Innerleithen,Peeblesshire,,EH44 6PB,116025218,stronansps@scotborders.gov.uk,01896 830349,https://st-ronans.org.uk.org.uk,Yes,Yes,No,No,No,No,Non-denominational
8305129,West Dunbartonshire,Local Authority,St Ronan's Primary School,Ladyton,Bonhill,ALEXANDRIA,G83 9DZ,129056406,SchoolOffice.StRonans@west-dunbarton.gov.uk,01389 773741,https://sites.google.com/ourcloud.buzz/stronansprimary,Yes,Yes,No,No,No,No,Roman Catholic
8426929,Glasgow City,Local Authority,St Rose Of Lima Primary School,295 Mossvale Road,,GLASGOW,G33 5QS,906700418276,headteacher@st-roseoflima-pri.glasgow.sch.uk,0141 774 9397,https://blogs.glowscotland.org.uk/glowblogs/saintroseoflima/,No,Yes,No,No,No,No,Roman Catholic
8427127,Glasgow City,Local Authority,St Saviour's Primary School,635 Govan Road,,GLASGOW,G51 2AQ,906700431916,headteacher@st-saviours-pri.glasgow.sch.uk,0141 445 8904,http://www.st-saviours-pri.glasgow.sch.uk,No,Yes,No,No,No,No,Roman Catholic
5702224,Clackmannanshire,Local Authority,St Serf's Primary School,St Serf's Road,Tullibody,,FK10 2RD,35021943,stserfs@edu.clacks.gov.uk,01259 722950,https://blogs.glowscotland.org.uk/cl/stserfs/,No,Yes,No,No,No,No,Non-denominational
8501424,North Lanarkshire,Local Authority,St Serf's Primary School,Thrashbush Road,Airdrie,,ML6 6QU,118142401,ht@st-serfs.n-lanark.sch.uk,01236 632082,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5886,Yes,Yes,No,No,No,No,Roman Catholic
5445426,Fife,Local Authority,St Serf's R C Primary School,Preston Street,High Valleyfield,DUNFERMLINE,KY12 8SE,320189101,stserfsrcps.enquiries@fife.gov.uk,01383 602436,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=45477682-CA51-436D-B49C9AE9FF391D10,Yes,Yes,No,No,No,No,Roman Catholic
8221022,East Ayrshire,Local Authority,St Sophia's Primary School,Nelville Drive,Galston,,KA4 8BN,127047187,elizabeth.heron@east-ayrshire.gov.uk,01563 820521,https://blogs.glowscotland.org.uk/ea/saintsophiaspsmain/welcome/,No,Yes,No,No,No,No,Roman Catholic
8645639,Inverclyde,Local Authority,St Stephen's High School,Port Glasgow Community Campus,Kilmacolm Road,PORT GLASGOW,PA14 6PP,119054309,INStStephens@glowscotland.onmicrosoft.com,01475 715300,http://st-stephens.inverclyde.sch.uk/,No,No,Yes,No,No,No,Roman Catholic
8427623,Glasgow City,Local Authority,St Stephen's Primary School,22 Pinkston Drive,,GLASGOW,G21 1NL,906700203199,headteacher@st-stephens-pri.glasgow.sch.uk,0141 558 9085,https://blogs.glowscotland.org.uk/gc/ststephens/,No,Yes,No,No,No,No,Roman Catholic
8503826,North Lanarkshire,Local Authority,St Stephen's Primary School,Sikeside Street,Coatbridge,,ML5 4QH,118127026,ht@st-stephens.n-lanark.sch.uk,01236 794850,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5887,No,Yes,No,No,No,Yes,Roman Catholic
8313520,West Dunbartonshire,Local Authority,St Stephen's Primary School,Second Avenue,Dalmuir,CLYDEBANK,G81 3LE,129025809,SchoolOffice.StStephens@west-dunbarton.gov.uk,0141 952 1491,http://www.scottishschools.info/saintstephensprimary/,No,Yes,No,No,No,No,Roman Catholic
5341523,Perth & Kinross,Local Authority,St Stephen's RC Primary School,Blairgowrie Community Campus,Henderson Place,BLAIRGOWRIE,PH10 6UZ,124092350,St-Stephens@pkc.gov.uk,01250 871950,https://sites.google.com/ourcloud.buzz/st-stephens-primary-school-web/our-school,No,Yes,No,No,No,No,Roman Catholic
5201128,Moray,Local Authority,St Sylvester's RC Primary School,Abbey Street,Elgin,MORAY,IV30 1DA,133055850,admin.stsylvestersp@moray-edunet.gov.uk,01343 541453,https://twitter.com/stsylvesters1?lang=en,No,Yes,No,No,No,No,Roman Catholic
8427720,Glasgow City,Local Authority,St Teresa's Primary School,65 Stonyhurst Street,,GLASGOW,G22 5AX,906700400609,headteacher@st-teresas-pri.glasgow.sch.uk,0141 336 8428,http://www.st-teresas-pri.glasgow.sch.uk,No,Yes,No,No,No,No,Roman Catholic
8513724,North Lanarkshire,Local Authority,St Teresa's Primary School,85A Loanhead Road,Newarthill,MOTHERWELL,ML1 5AY,118085960,ht@st-teresas.n-lanark.sch.uk,01698 274912,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5888,Yes,Yes,No,No,No,No,Roman Catholic
5936721,Dumfries & Galloway,Local Authority,St Teresa's RC School,Lochside Road,Dumfries,,DG2 0DY,137043608,gw08officest4@ea.dumgal.sch.uk,01387 255732,https://www.dumgal.gov.uk/media/17798/Handbook-St-Teresa-s-RC-Primary-School/pdf/Updated_2018-2019_Handbook.pdf?m=636800354820530000,Yes,Yes,No,No,No,No,Roman Catholic
8438838,Glasgow City,Local Authority,St Thomas Aquinas Secondary School,112 Mitre Road,,GLASGOW,G14 9PP,906700381032,headteacher@st-thomasaquinas-sec.glasgow.sch.uk,0141 582 0280,http://www.st-thomasaquinas-sec.glasgow.sch.uk,No,No,Yes,No,No,Yes,Roman Catholic
5534232,Edinburgh City,Local Authority,St Thomas Of Aquin's High School,2-20 Chalmers Street,Edinburgh,,EH3 9NH,906430314,admin@st-thomasaquins.edin.sch.uk,0131 229 8734,http://www.st-thomas-of-aquins.org.uk/,No,No,Yes,No,No,Yes,Roman Catholic
8624224,East Renfrewshire,Local Authority,St Thomas' Primary School,23 Broadlie Road,Neilston,GLASGOW,G78 3ET,131034802,headteacher@st-thomas.e-renfrew.sch.uk,0141 570 7420,http://www.ea.e-renfrew.sch.uk/st-thomas,No,Yes,No,No,No,No,Roman Catholic
8427925,Glasgow City,Local Authority,St Thomas' Primary School,8 Smithycroft Road,,GLASGOW,G33 2QJ,906700105553,headteacher@st-thomas-pri.glasgow.sch.uk,0141 770 4360,http://www.st-thomas-pri.glasgow.sch.uk/,No,Yes,No,No,No,No,Roman Catholic
8516227,North Lanarkshire,Local Authority,St Thomas' Primary School,Caledonian Road,Wishaw,,ML2 0HY,118091644,ht@st-thomas.n-lanark.sch.uk,01698 274960,http://www.st-thomas.n-lanark.sch.uk/,Yes,Yes,No,No,No,No,Roman Catholic
5500222,West Lothian,Local Authority,St Thomas' Primary School,Church Street,Addiewell,WEST CALDER,EH55 8PG,200004137620,wlstthomas-ps@westlothian.org.uk,01501 762794,http://www.stthomasprimary.westlothian.org.uk,No,Yes,No,No,No,No,Roman Catholic
5207622,Moray,Local Authority,St Thomas RC Primary School,Chapel Street,Keith,MORAY,AB55 5AL,133038671,admin.stthomasp@moray-edunet.gov.uk,01542 882256,https://stthomasrcprimary.wordpress.com/st-thomas-1/,Yes,Yes,No,No,No,No,Roman Catholic
5300924,Angus,Local Authority,St Thomas' RC Primary School,Abbey View Campus,Hayshead Road,ARBROATH,DD11 5FE,000117136932,St-Thomas@angusschools.org.uk,01241 465428,http://www.st-thomas.angus.sch.uk,Yes,Yes,No,No,No,No,Roman Catholic
8503923,North Lanarkshire,Local Authority,St Timothy's Primary School,11 Old Monkland Road,Coatbridge,,ML5 5EA,118109622,ht@st-timothys.n-lanark.sch.uk,01236 757640,http://www.st-timothys.n-lanark.sch.uk/,Yes,Yes,No,No,No,Yes,Roman Catholic
8428026,Glasgow City,Local Authority,St Timothy's Primary School & Nursery Class,41 Inveresk Street,,GLASGOW,G32 6SL,906700230045,headteacher@st-timothys-pri.glasgow.sch.uk,0141 774 7821,http://www.st-timothys-pri.glasgow.sch.uk/,Yes,Yes,No,No,No,No,Roman Catholic
8428123,Glasgow City,Local Authority,St Vincent's Primary School,40 Crebar Street,,GLASGOW,G46 8EQ,906700247983,headteacher@st-vincents-pri.glasgow.sch.uk,0141 638 8718,http://www.st-vincents-pri.glasgow.sch.uk/,No,Yes,No,No,No,Yes,Roman Catholic
8532524,South Lanarkshire,Local Authority,St Vincent's Primary School,Crosshouse Road,Greenhills,EAST KILBRIDE,G75 9DG,484156272,office@st-vincents-pri.s-lanark.sch.uk,01355 241649,http://www.st-vincents-pri.s-lanark.sch.uk,No,Yes,No,No,No,No,Roman Catholic
8213127,North Ayrshire,Local Authority,St Winning's Primary School,St Winning's Road,,KIWINNING,KA13 6JX,126060670,stwinnings@ea.n-ayrshire.sch.uk,01294 552795,https://blogs.glowscotland.org.uk/na/stwinningsprimary/,No,Yes,No,No,No,No,Roman Catholic
8243026,East Ayrshire,Local Authority,St Xavier's Primary School,Whitehill Avenue,Patna,,KA6 7LY,127004070,amanda.rooney@east-ayrshire.gov.uk,01292 531279,https://www.east-ayrshire.gov.uk/EducationAndLearning/Schools/Schoollistings-Primary.aspx,No,Yes,No,No,No,No,Roman Catholic
5128323,Highland,Local Authority,Staffin Primary School,Staffin,Isle Of Skye,,IV51 9JS,130113296,staffin.primary@highland.gov.uk,01470 562273,https://www.facebook.com/pages/Staffin-Primary-School/916513578466361,Yes,Yes,No,No,Yes,No,Non-denominational
8514720,North Lanarkshire,Local Authority,Stane Primary School,Torbothie Road,Shotts,,ML7 5JJ,118059193,ht@stane.n-lanark.sch.uk,01501 826705,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5891,Yes,Yes,No,No,No,No,Non-denominational
8217149,North Ayrshire,Local Authority,Stanecastle School,Burns Crescent,,IRVINE,KA11 1AQ,126061544,stanecastle@ea.n-ayrshire.sch.uk,01294 211914,http://www.geo.north-ayrshire.gov.uk/CouncilBuildingsPublic/SchoolDetails.aspx?BuildingRef=10000170,Yes,No,No,Yes,No,No,Non-denominational
8210527,North Ayrshire,Local Authority,Stanley Primary School,Stanley Road,,ARDROSSAN,KA22 7DH,126073147,stanley@ea.n-ayrshire.sch.uk,01294 462531,http://www.stanley.northayrshireschools.co.uk/,Yes,Yes,No,No,No,No,Non-denominational
5348927,Perth & Kinross,Local Authority,Stanley Primary School,The Square,Stanley,PERTH,PH1 4LT,124011757,stanley@pkc.gov.uk,01738 474100,http://www.stanley.pkc.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8570140,Grant aided,Grant-aided,Stanmore House School,Stanmore Road,LANARK,,ML11 7RR,484121602,stanmore.school@capability-scotland.org.uk,01555 665041,http://www.capability-scotland.org.uk/,No,No,No,Yes,No,No,Non-denominational
5405726,Fife,Local Authority,Star Primary School,Star,Near Markinch,GLENROTHES,KY7 6LB,320180014,Starps.enquiries@fife.gov.uk,01592 583463,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=C84114E3-831E-4487-BCAD466AF1159967,No,Yes,No,No,No,No,Non-denominational
5529026,Edinburgh City,Local Authority,Stenhouse Primary School,4 Saughton Mains Street,Edinburgh,,EH11 3HH,906430312,admin@stenhouse.edin.sch.uk,0131 443 1255,http://www.stenhouseprimary.co.uk/,Yes,Yes,No,No,No,Yes,Non-denominational
5745020,Falkirk,Local Authority,Stenhousemuir Primary School,Rae Street,Stenhousemuir,LARBERT,FK5 4QP,136070388,stenhousemuirprimaryschool@falkirk.gov.uk,01324 503440,http://www.stenhousemuir.falkirk.sch.uk,Yes,Yes,No,No,No,Yes,Non-denominational
6002420,Orkney Islands,Local Authority,Stenness Community School,Stenness,Orkney,,KW16 3LB,134014183,admin.stenness@glow.orkneyschools.org.uk,01856 850212,http://www.stenness.orkney.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
5555027,East Lothian,Local Authority,Stenton Primary School,Stenton,Dunbar,EAST LOTHIAN,EH42 1TE,138038637,stenton.ps@stenton.elcschool.org.uk,01368 850258,http://edubuzz.org/blogs/stenton/,No,Yes,No,No,No,No,Non-denominational
8341729,North Lanarkshire,Local Authority,Stepps Primary School,10 Blenheim Avenue,Stepps,GLASGOW,G33 6FH,118181188,ht@stepps.n-lanark.sch.uk,01236 757692,http://www.stepps.n-lanark.sch.uk/,Yes,Yes,No,No,No,No,Non-denominational
8224730,East Ayrshire,Local Authority,Stewarton Academy,Cairnduff Place,Stewarton,,KA3 5QF,127015286,ryan.miller@east-ayrshire.gov.uk,01560 482342,https://blogs.glowscotland.org.uk/ea/stewartonacademysite2016/,No,No,Yes,No,No,No,Non-denominational
5633125,Scottish Borders,Local Authority,Stirches Primary School,Hawick,Roxburghshire,,TD9 7QP,116027448,stirchesps@scotborders.gov.uk,01450 374389,https://www.scotborders.gov.uk/directory_record/20150/stirches_primary_school,Yes,Yes,No,No,No,No,Non-denominational
5726239,Stirling,Local Authority,Stirling High School,Torbrex Farm Road,,STIRLING,FK8 2PA,122059752,stirlinghs@stirling.gov.uk,01786 472451,http://www.stirlinghigh.co.uk/,No,No,Yes,No,No,No,Non-denominational
5543525,Midlothian,Local Authority,Stobhill Primary School,1 Bonnybank Road,Gorebridge,,EH23 4DT,120039142,stobhill.ps@midlothian.gov.uk,0131 271 4700,http://stobhill.mgfl.net/,Yes,Yes,No,No,No,No,Non-denominational
5529123,Edinburgh City,Local Authority,Stockbridge Primary School,17a Hamilton Place,Edinburgh,,EH3 5BA,906312810,admin@stockbridge.edin.sch.uk,0131 332 6109,https://stockbridgeprimaryschool.wordpress.com/contact-us/,Yes,Yes,No,No,No,No,Non-denominational
8523622,South Lanarkshire,Local Authority,Stonehouse Primary School,Townhead Street,Stonehouse,,ML9 3EL,484175140,office@stonehouse-pri.s-lanark.sch.uk,01698 792377,http://www.stonehouse-pri.s-lanark.sch.uk/,Yes,Yes,No,No,No,Yes,Non-denominational
8458634,South Lanarkshire,Local Authority,Stonelaw High School,140 Calderwood Road,Rutherglen,,G73 3BP,484139624,office@stonelaw.s-lanark.sch.uk,0141 6430212,http://www.stonelaw.s-lanark.sch.uk/,No,No,Yes,No,No,No,Non-denominational
